RA,NOME,GENERO,ANO_INGRESSO,CF_2022,CG_2022,CT_2022,DEFASAGEM_2022,DEFASAGEM_2023,DEFASAGEM_2024,DESTAQUE_IDA_2022,DESTAQUE_IEG_2022,DESTAQUE_IPV_2022,ESCOLA_2024,FASE_2022,FASE_2023,FASE_2024,FASE_IDEAL_2022,FASE_IDEAL_2023,FASE_IDEAL_2024,IAA_2022,IAA_2023,IAA_2024,IAN_2022,IAN_2023,IAN_2024,IDA_2022,IDA_2023,IDA_2024,IDADE_2022,IDADE_2023,IDADE_2024,IEG_2022,IEG_2023,IEG_2024,INDE_2022,INDE_2023,INDE_2024,INDICADO_BOLSA_2022,INSTITUICAO_ENSINO_2022,INSTITUICAO_ENSINO_2023,INSTITUICAO_ENSINO_2024,IPP_2023,IPP_2024,IPS_2022,IPS_2023,IPS_2024,IPV_2022,IPV_2023,IPV_2024,NOTA_ING_2022,NOTA_ING_2023,NOTA_ING_2024,NOTA_MAT_2022,NOTA_MAT_2023,NOTA_MAT_2024,NOTA_PORT_2022,NOTA_PORT_2023,NOTA_PORT_2024,PEDRA_2022,PEDRA_2023,PEDRA_2024,PONTO_VIRADA_2022,QTDE_AVAL_2022,QTDE_AVAL_2023,QTDE_AVAL_2024,REC_PSICO_2022,STATUS_ATIVO_2024,TURMA_2022,TURMA_2023,TURMA_2024
RA-48,Aluno-48,Feminino,2017,10.0,140.0,1.0,0.0,0.0,,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,5,FASE 6,,Fase 5 (1º EM),Fase 6 (2° EM),,6.7,6.7,,10.0,10.0,,8.1,7.7,,15.0,16.0,,8.4,8.4,,8.006,7.797058333,,False,Rede Decisão,Privada - Programa de Apadrinhamento,,7.65625,,7.5,6.26,,8.5,7.6275,,9.5,9.0,,6.7,8.3,,8.0,5.7,,Ametista,Ametista,,True,3.0,4.0,,Sem limitações,,A,6A,
RA-48,Aluno-48,Feminino,2021,,,,,,0.0,,,,Colégio Arco Íris Evolução,,,7A,,,Fase 7 (3° EM),,,7.917,,,10.0,,,7.5,,,17.0,,,8.339076859,,,8.402390371800001,,,,Privada - Programa de Apadrinhamento,,8.59375,,,9.375,,,8.23,,,10.0,,,6.5,,,6.0,,,Topázio,,,,3.0,,Cursando,,,7A
RA-480,Aluno-480,Feminino,2021,81.0,309.0,6.0,-1.0,-1.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Alexandre Rodrigues Nogueira,1,FASE 1,2C,Fase 2 (5º e 6º ano),Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),9.0,10.0,6.25,5.0,5.0,10.0,6.3,7.9,5.0,10.0,11.0,12.0,8.8,9.7,8.0714285715,7.502,8.226408333,7.260202380900001,True,Escola Pública,Pública,Pública,7.96875,7.8125,7.5,7.52,7.51,8.444,8.336666667,7.443333333,,,,6.8,7.2,2.5,5.7,8.5,7.5,Ametista,Topázio,Ametista,True,3.0,3.0,3.0,Não atendido,Cursando,A,1B,2C
RA-481,Aluno-481,Masculino,2021,109.0,424.0,9.0,0.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,,,Fase 1 (4º ano),,,9.0,,,10.0,,,5.2,,,9.0,,,8.0,,,7.21,,,False,Escola Pública,,,,,7.5,,,6.889,,,,,,5.7,,,4.7,,,Ametista,,,False,3.0,,,Não atendido,,A,,
RA-482,Aluno-482,Masculino,2021,134.0,532.0,10.0,-1.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,,,Fase 2 (5º e 6º ano),,,10.0,,,5.0,,,5.5,,,11.0,,,7.9,,,6.866,,,False,Escola Pública,,,,,7.5,,,6.833,,,,,,4.3,,,6.7,,,Ágata,,,False,3.0,,,Não atendido,,A,,
RA-483,Aluno-483,Feminino,2019,185.0,805.0,13.0,-1.0,-2.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,FASE 1,,Fase 2 (5º e 6º ano),Fase 3 (7° e 8° ano),,9.0,9.0,,5.0,5.0,,2.4,5.6,,11.0,12.0,,4.8,6.0,,5.263,6.3972,,False,Escola Pública,Pública,,7.916666667,,5.0,2.52,,6.833,8.166666667,,,,,2.0,5.0,,2.8,6.2,,Quartzo,Ágata,,False,3.0,3.0,,Requer avaliação,,A,1H,
RA-483,Aluno-483,Feminino,2021,,,,,,-1.0,,,,EE Mario Francisco de Amorim,,,2B,,,Fase 3 (7° e 8° ano),,,8.502,,,5.0,,,5.25,,,13.0,,,5.6428571430000005,,,6.578604762,,,,Pública,,8.125,,,6.26,,,8.056666667,,,,,,2.0,,,8.5,,,Ágata,,,,3.0,,Cursando,,,2B
RA-484,Aluno-484,Masculino,2022,144.0,587.0,11.0,-1.0,-1.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,EE Leonice de Aquino Oliveira,1,FASE 2,3A,Fase 2 (5º e 6º ano),Fase 3 (7° e 8° ano),Fase 3 (7° e 8° ano),9.5,6.4,8.334,5.0,5.0,10.0,6.5,3.6,0.0,11.0,12.0,13.0,8.7,7.5,3.9141382866666667,6.71,5.515466667,3.8354776573333336,False,Escola Pública,Pública,Pública,5.416666667,3.4375,5.0,2.52,2.51,6.389,6.8,3.1225,,,0.0,8.0,3.2,0.0,5.0,4.0,0.0,Ágata,Quartzo,Quartzo,False,3.0,3.0,4.0,Requer avaliação,Cursando,A,2B,3A
RA-485,Aluno-485,Masculino,2020,191.0,837.0,14.0,-1.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,,,Fase 2 (5º e 6º ano),,,9.5,,,5.0,,,1.2,,,10.0,,,4.0,,,4.742,,,False,Escola Pública,,,,,7.5,,,5.444,,,,,,1.0,,,1.3,,,Quartzo,,,False,3.0,,,Não atendido,,A,,
RA-486,Aluno-486,Feminino,2020,68.0,264.0,4.0,-1.0,0.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,FASE 2,,Fase 2 (5º e 6º ano),Fase 2 (5° e 6° ano),,10.0,8.4,,5.0,10.0,,7.3,6.2,,10.0,11.0,,9.9,6.4,,7.621,7.1043,,False,Escola Pública,Privada,,7.5,,7.5,2.52,,7.222,8.7525,,,,,6.7,3.3,,7.8,9.0,,Ametista,Ametista,,False,3.0,3.0,,Não atendido,,A,2A,
RA-487,Aluno-487,Feminino,2019,6.0,45.0,2.0,-1.0,0.0,,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,FASE 2,,Fase 2 (5º e 6º ano),Fase 2 (5° e 6° ano),,7.5,8.5,,5.0,10.0,,9.6,9.5,,10.0,11.0,,9.7,9.9,,8.417,8.988866667,,False,Rede Decisão,Privada - Programa de Apadrinhamento,,9.166666667,,7.5,5.0,,9.333,9.26,,,,,9.7,9.2,,9.5,9.7,,Topázio,Topázio,,True,3.0,3.0,,Não atendido,,A,2A,
RA-487,Aluno-487,Feminino,2021,,,,,,0.0,,,,Colégio Arco Íris Evolução,,,3A,,,Fase 3 (7° e 8° ano),,,9.168,,,10.0,,,9.666666666666666,,,12.0,,,9.441269841333334,,,9.4171373016,,,,Privada - Programa de Apadrinhamento,,9.0625,,,9.38,,,9.1725,,,10.0,,,10.0,,,9.0,,,Topázio,,,,4.0,,Cursando,,,3A
RA-488,Aluno-488,Feminino,2022,92.0,351.0,8.0,-1.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,,,Fase 2 (5º e 6º ano),,,8.5,,,5.0,,,7.3,,,10.0,,,8.8,,,7.413,,,False,Escola Pública,,,,,7.5,,,7.722,,,,,,6.0,,,8.5,,,Ametista,,,False,3.0,,,Não atendido,,A,,
RA-489,Aluno-489,Feminino,2022,176.0,743.0,12.0,0.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,,,Fase 1 (4º ano),,,9.0,,,10.0,,,0.0,,,9.0,,,7.2,,,5.853,,,False,Escola Pública,,,,,7.5,,,6.5,,,,,,0.0,,,0.0,,,Quartzo,,,False,3.0,,,Não atendido,,A,,
RA-49,Aluno-49,Feminino,2022,42.0,687.0,6.0,-2.0,0.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Faculdade FIAP,5,FASE 8,8E,Fase 7 (3º EM),Fase 8 (Universitários),Fase 8 (Universitários),7.5,,,5.0,10.0,10.0,3.9,,,17.0,18.0,19.0,7.4,,0.0,6.304,,,False,Escola Pública,Privada *Parcerias com Bolsa 100%,Privada - Pagamento por *Empresa Parceira,,,7.5,,,7.042,,,6.2,,,1.5,,,4.2,,,Ágata,,,False,3.0,,0.0,Sem limitações,Cursando,A,8E,8E
RA-490,Aluno-490,Feminino,2022,77.0,283.0,5.0,-1.0,0.0,1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Rede Decisão - Unidade União,1,FASE 2,3A,Fase 2 (5º e 6º ano),Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),7.9,7.9,9.168,5.0,10.0,10.0,7.7,5.8,6.166666666666667,10.0,,12.0,8.2,7.9,5.5110047846666665,7.576,7.429466667,7.368084290266667,False,Escola Pública,Privada,Privada,8.541666667,7.8125,7.5,2.52,8.755,8.722,9.0075,7.295,,,7.0,6.0,2.8,5.5,9.3,8.7,6.0,Ametista,Ametista,Ametista,True,3.0,3.0,4.0,Não atendido,Cursando,A,2A,3A
RA-491,Aluno-491,Masculino,2022,86.0,329.0,7.0,-1.0,0.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Mario Francisco de Amorim,1,FASE 2,2B,Fase 2 (5º e 6º ano),Fase 2 (5° e 6° ano),Fase 3 (7° e 8° ano),7.5,9.5,7.502,5.0,10.0,5.0,7.0,5.0,5.25,11.0,,12.0,9.7,9.6,9.011904762,7.461,7.560533333,6.995247619100001,False,Escola Pública,Pública,Pública,7.708333333,7.083333333,7.5,2.52,7.51,7.722,8.3375,7.166666667,,,,6.0,3.3,1.5,8.0,6.7,9.0,Ametista,Ametista,Ágata,False,3.0,3.0,3.0,Não atendido,Cursando,A,2A,2B
RA-492,Aluno-492,Feminino,2022,63.0,242.0,3.0,-1.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,,,Fase 2 (5º e 6º ano),,,10.0,,,5.0,,,7.1,,,11.0,,,8.8,,,7.678,,,False,Escola Pública,,,,,7.5,,,8.278,,,,,,8.2,,,6.0,,,Ametista,,,False,3.0,,,Não atendido,,A,,
RA-493,Aluno-493,Feminino,2020,12.0,61.0,1.0,0.0,0.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,FASE 2,,Fase 1 (4º ano),Fase 2 (5° e 6° ano),,10.0,9.5,,10.0,10.0,,7.2,6.0,,9.0,10.0,,9.4,9.6,,8.306,7.934366667,,False,Escola Pública,Pública,,8.541666667,,7.5,2.52,,8.278,8.84,,,,,7.3,4.7,,7.0,7.2,,Topázio,Ametista,,False,3.0,3.0,,Sem limitações,,B,2A,
RA-493,Aluno-493,Feminino,2021,,,,,,1.0,,,,EE Mario Francisco de Amorim,,,3B,,,Fase 2 (5° e 6° ano),,,10.002,,,10.0,,,3.1666666666666665,,,11.0,,,8.933333333333334,,,7.4643250000000005,,,,Pública,,7.03125,,,10.0,,,6.705,,,2.5,,,3.0,,,4.0,,,Ametista,,,,4.0,,Cursando,,,3B
RA-494,Aluno-494,Feminino,2022,159.0,661.0,13.0,-1.0,-1.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,Rede Decisão - Unidade União,1,FASE 2,3A,Fase 2 (5º e 6º ano),Fase 3 (7° e 8° ano),Fase 3 (7° e 8° ano),6.4,6.9,7.5,5.0,5.0,10.0,5.8,6.8,6.333333333333333,11.0,12.0,13.0,8.3,9.0,7.329323308333333,6.407,7.116633333,7.922281328333334,False,Escola Pública,Privada,Privada,7.708333333,7.8125,5.0,2.52,8.755,6.944,8.71,8.915,,,7.5,6.3,6.3,6.0,5.2,7.3,5.5,Ágata,Ametista,Ametista,False,3.0,3.0,4.0,Requer avaliação,Cursando,B,2A,3A
RA-495,Aluno-495,Masculino,2022,42.0,184.0,6.0,-1.0,-1.0,,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,FASE 2,,Fase 2 (5º e 6º ano),Fase 3 (7° e 8° ano),,9.0,9.0,,5.0,5.0,,8.4,7.4,,11.0,,,8.9,8.4,,7.857,7.417366667,,False,Escola Pública,Privada,,8.541666667,,7.5,2.52,,8.056,8.755,,,,,8.0,6.0,,8.8,8.8,,Ametista,Ametista,,False,3.0,3.0,,Sem limitações,,B,2B,
RA-496,Aluno-496,Masculino,2018,145.0,595.0,12.0,-1.0,-1.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,FASE 2,,Fase 2 (5º e 6º ano),Fase 3 (7° e 8° ano),,8.5,0.0,,5.0,5.0,,5.7,8.3,,11.0,,,6.8,7.1,,6.683,6.603666667,,False,Escola Pública,Privada,,7.916666667,,7.5,5.0,,7.556,8.71,,,,,5.8,7.5,,5.5,9.0,,Ágata,Ágata,,False,3.0,3.0,,Requer avaliação,,B,2A,
RA-496,Aluno-496,Masculino,2021,,,,,,0.0,,,,Recanto Betânia Centro Educacional,,,3A,,,Fase 3 (7° e 8° ano),,,10.002,,,10.0,,,5.666666666666667,,,13.0,,,5.315995871999999,,,6.726607507733334,,,,Privada,,6.71875,,,6.255,,,6.1625,,,7.5,,,5.0,,,4.5,,,Ágata,,,,4.0,,Cursando,,,3A
RA-497,Aluno-497,Feminino,2016,163.0,678.0,14.0,-2.0,-2.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,FASE 2,,Fase 3 (7º e 8º ano),Fase 4 (9° ano),,6.9,5.3,,5.0,5.0,,5.1,3.5,,13.0,,,9.2,8.7,,6.323,5.7191,,False,Rede Decisão,Privada - Programa de apadrinhamento,,6.25,,5.0,2.52,,5.833,6.885,,,,,4.2,1.7,,6.0,5.3,,Ágata,Quartzo,,False,3.0,3.0,,Não indicado,,B,2A,
RA-497,Aluno-497,Feminino,2021,,,,,,-1.0,,,,EE Mario Francisco de Amorim,,,2B,,,Fase 3 (7° e 8° ano),,,7.502,,,5.0,,,1.0,,,15.0,,,6.095238095,,,4.4960809524,,,,Privada - Programa de apadrinhamento,,5.625,,,5.63,,,3.506666667,,,,,,0.0,,,2.0,,,Quartzo,,,,3.0,,Cursando,,,2B
RA-498,Aluno-498,Feminino,2018,61.0,234.0,9.0,-1.0,,,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,,,Fase 2 (5º e 6º ano),,,8.5,,,5.0,,,8.8,,,11.0,,,8.8,,,7.7,,,False,Escola Pública,,,,,7.5,,,7.556,,,,,,8.0,,,9.5,,,Ametista,,,False,3.0,,,Sem limitações,,B,,
RA-499,Aluno-499,Masculino,2020,46.0,196.0,7.0,-1.0,0.0,,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,FASE 2,,Fase 2 (5º e 6º ano),Fase 2 (5° e 6° ano),,8.5,7.9,,5.0,10.0,,8.2,6.6,,10.0,11.0,,10.0,10.0,,7.826,7.8883,,False,Escola Pública,Pública,,8.75,,7.5,2.52,,7.444,8.2975,,,,,8.2,5.3,,8.2,7.8,,Ametista,Ametista,,False,3.0,3.0,,Sem limitações,,B,2C,
RA-499,Aluno-499,Masculino,2021,,,,,,0.0,,,,EE Leonice de Aquino Oliveira,,,2C,,,Fase 2 (5° e 6° ano),,,8.502,,,10.0,,,4.75,,,12.0,,,9.0476190475,,,7.5794738095000005,,,,Pública,,7.1875,,,7.51,,,7.5,,,,,,2.0,,,7.5,,,Ametista,,,,3.0,,Cursando,,,2C
RA-5,Aluno-5,Feminino,2016,6.0,344.0,2.0,0.0,0.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,7,FASE 8,,Fase 7 (3º EM),Fase 8 (Universitários),,7.9,,,10.0,10.0,,5.2,,,17.0,,,8.6,,,7.427,,,False,Rede Decisão,Privada *Parcerias com Bolsa 100%,,,,5.6,,,7.389,,,5.7,,,7.0,,,2.9,,,Ametista,,,False,4.0,,,Requer avaliação,,A,8E,
RA-50,Aluno-50,Feminino,2022,28.0,445.0,4.0,-3.0,,,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,5,,,Fase 8 (Universitários),,,7.5,,,2.5,,,7.8,,,18.0,,,8.4,,,7.138,,,False,Escola Pública,,,,,7.5,,,7.542,,,9.7,,,6.5,,,7.3,,,Ametista,,,False,3.0,,,Sem limitações,,A,,
RA-500,Aluno-500,Feminino,2020,16.0,75.0,3.0,-1.0,0.0,,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,FASE 2,,Fase 2 (5º e 6º ano),Fase 2 (5° e 6° ano),,9.0,9.5,,5.0,10.0,,9.5,7.9,,10.0,11.0,,10.0,10.0,,8.232,8.427533333,,True,Escola Pública,Pública,,8.958333333,,7.5,2.52,,7.889,8.7975,,,,,9.5,8.5,,9.5,7.2,,Topázio,Topázio,,False,3.0,3.0,,Sem limitações,,B,2C,
RA-500,Aluno-500,Feminino,2021,,,,,,0.0,,,,Colégio Arco Íris Evolução,,,3D,,,Fase 3 (7° e 8° ano),,,9.585,,,10.0,,,6.666666666666667,,,12.0,,,10.0,,,8.077708333333334,,,,Privada - Programa de Apadrinhamento,,8.59375,,,2.51,,,8.3775,,,8.0,,,6.0,,,6.0,,,Topázio,,,,4.0,,Cursando,,,3D
RA-501,Aluno-501,Masculino,2021,48.0,201.0,8.0,0.0,-1.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,João Friaza Colégio,1,FASE 1,2D,Fase 1 (4º ano),Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),8.5,7.0,7.002,10.0,5.0,10.0,6.8,8.9,8.75,9.0,10.0,11.0,8.8,8.4,7.9949874685,7.794,8.1357,8.2779474937,False,Escola Pública,Pública,Privada,8.541666667,8.4375,7.5,7.52,7.51,7.333,9.396666667,8.17,,,,8.0,9.2,8.5,5.7,8.5,9.0,Ametista,Topázio,Topázio,False,3.0,3.0,3.0,Sem limitações,Cursando,B,1C,2D
RA-502,Aluno-502,Feminino,2021,13.0,62.0,2.0,1.0,0.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Colégio Arco Íris Evolução,1,FASE 1,2D,ALFA  (2º e 3º ano),Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano),9.5,8.5,9.002,10.0,10.0,10.0,7.4,8.0,8.0,8.0,9.0,10.0,9.7,9.8,9.761904762,8.287,8.749075,8.5023309524,False,Rede Decisão,Privada - Programa de Apadrinhamento,Privada - Programa de Apadrinhamento,7.96875,9.0625,7.5,7.52,3.755,7.778,8.95,8.84,,,,6.7,6.7,6.0,8.2,9.3,10.0,Topázio,Topázio,Topázio,False,3.0,3.0,3.0,Sem limitações,Cursando,B,1B,2D
RA-503,Aluno-503,Masculino,2020,38.0,155.0,5.0,-1.0,0.0,,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,FASE 2,,Fase 2 (5º e 6º ano),Fase 2 (5° e 6° ano),,8.5,9.5,,5.0,10.0,,8.8,8.7,,10.0,,,10.0,10.0,,7.95,8.4682,,False,Escola Pública,Pública,,8.75,,7.5,2.52,,7.5,8.255,,,,,8.7,8.7,,9.0,8.7,,Ametista,Topázio,,False,3.0,3.0,,Sem limitações,,B,2C,
RA-503,Aluno-503,Masculino,2021,,,,,,1.0,,,,EE Leonice de Aquino Oliveira,,,3D,,,Fase 2 (5° e 6° ano),,,9.585,,,10.0,,,7.666666666666667,,,12.0,,,9.824561403666666,,,8.547495614066667,,,,Pública,,7.8125,,,7.51,,,7.7925,,,9.0,,,6.0,,,8.0,,,Topázio,,,,4.0,,Cursando,,,3D
RA-504,Aluno-504,Feminino,2021,29.0,124.0,4.0,0.0,0.0,,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,FASE 1,,Fase 1 (4º ano),Fase 1 (3° e 4° ano),,8.5,8.0,,10.0,10.0,,8.0,7.9,,9.0,9.0,,8.9,8.3,,8.072,8.299533333,,False,Escola Pública,Pública,,7.5,,7.5,7.52,,7.556,8.836666667,,,,,7.8,6.5,,8.2,9.2,,Topázio,Topázio,,False,3.0,3.0,,Sem limitações,,B,1B,
RA-505,Aluno-505,Feminino,2019,73.0,276.0,10.0,-1.0,,,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,,,Fase 2 (5º e 6º ano),,,9.5,,,5.0,,,8.4,,,11.0,,,8.0,,,7.591,,,False,Escola Pública,,,,,7.5,,,7.556,,,,,,8.2,,,8.7,,,Ametista,,,False,3.0,,,Sem limitações,,B,,
RA-506,Aluno-506,Masculino,2020,113.0,446.0,11.0,-2.0,-1.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,FASE 2,,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),,9.5,9.5,,5.0,5.0,,7.2,8.5,,12.0,13.0,,7.3,8.1,,7.132,7.750033333,,False,Escola Pública,Pública,,8.958333333,,7.5,5.0,,7.278,7.92,,,,,8.3,7.3,,6.0,9.7,,Ametista,Ametista,,False,3.0,3.0,,Sem limitações,,B,2D,
RA-507,Aluno-507,Feminino,2021,66.0,254.0,4.0,-1.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,,,Fase 2 (5º e 6º ano),,,8.5,,,5.0,,,7.4,,,11.0,,,10.0,,,7.653,,,False,Escola Pública,,,,,7.5,,,7.222,,,,,,7.3,,,7.5,,,Ametista,,,False,3.0,,,Não atendido,,C,,
RA-508,Aluno-508,Masculino,2022,155.0,636.0,10.0,-1.0,0.0,1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Alexandre Rodrigues Nogueira,1,FASE 2,3D,Fase 2 (5º e 6º ano),Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),8.0,6.4,7.083,5.0,10.0,10.0,4.5,7.5,4.666666666666667,10.0,10.0,12.0,7.4,8.6,5.567251461999999,6.575,7.671633333,6.771708625733333,False,Escola Pública,Pública,Pública,8.333333333,7.65625,7.5,2.52,7.51,7.556,8.6725,7.5,,,7.0,0.0,6.2,0.0,9.0,8.7,7.0,Ágata,Ametista,Ágata,False,3.0,3.0,4.0,Não atendido,Cursando,C,2B,3D
RA-509,Aluno-509,Feminino,2018,47.0,199.0,3.0,-2.0,-1.0,,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,FASE 2,,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),,9.0,8.5,,5.0,5.0,,9.2,8.6,,12.0,12.0,,8.2,8.1,,7.808,7.606033333,,True,Escola Pública,Pública,,8.958333333,,7.5,2.52,,7.833,8.84,,,,,9.3,8.2,,9.0,9.0,,Ametista,Ametista,,False,3.0,3.0,,Não atendido,,C,2C,
RA-509,Aluno-509,Feminino,2021,,,,,,0.0,,,,EE Leonice de Aquino Oliveira,,,3D,,,Fase 3 (7° e 8° ano),,,9.168,,,10.0,,,6.0,,,13.0,,,6.363636363666667,,,6.918152272733334,,,,Pública,,8.28125,,,2.51,,,7.2475,,,7.5,,,6.0,,,4.5,,,Ágata,,,,4.0,,Cursando,,,3D
RA-51,Aluno-51,Feminino,2022,39.0,645.0,13.0,-2.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,5,,,Fase 7 (3º EM),,,8.8,,,5.0,,,5.0,,,17.0,,,7.6,,,6.488,,,False,Escola Pública,,,,,7.5,,,6.5,,,6.0,,,4.5,,,4.5,,,Ágata,,,False,3.0,,,Não atendido,,B,,
RA-510,Aluno-510,Masculino,2022,98.0,379.0,6.0,-2.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,,,Fase 3 (7º e 8º ano),,,8.0,,,5.0,,,7.1,,,12.0,,,9.3,,,7.336,,,False,Escola Pública,,,,,7.5,,,7.056,,,,,,5.8,,,8.3,,,Ametista,,,False,3.0,,,Não atendido,,C,,
